0.041667,0,0
0.083333,0,0
0.125,0,0
0.16667,0,0
0.20833,0,0
0.25,0,0
0.29167,0,0
0.33333,0,0
0.375,0,0
0.41667,0,0
0.45833,0,0
0.5,0,0
0.54167,0,0
0.58333,0,0
0.625,0,0
0.66667,0,0
0.70833,0,0
0.75,0,0
0.79167,0,0
0.83333,0,0
0.875,0,0
0.91667,0,0
0.95833,0,0
1,0,0
1,0.041667,0
1,0.083333,0
1,0.125,0
1,0.16667,0
1,0.20833,0
1,0.25,0
1,0.29167,0
1,0.33333,0
1,0.375,0
1,0.41667,0
1,0.45833,0
1,0.5,0
1,0.54167,0
1,0.58333,0
1,0.625,0
1,0.66667,0
1,0.70833,0
1,0.75,0
1,0.79167,0
1,0.83333,0
1,0.875,0
1,0.91667,0
1,0.95833,0
1,1,0
1,1,0.0625
1,1,0.125
1,1,0.1875
1,1,0.25
1,1,0.3125
1,1,0.375
1,1,0.4375
1,1,0.5
1,1,0.5625
1,1,0.625
1,1,0.6875
1,1,0.75
1,1,0.8125
1,1,0.875
1,1,0.9375
1,1,1
