0,0,0
0.015873,0.015873,0.015873
0.031746,0.031746,0.031746
0.047619,0.047619,0.047619
0.063492,0.063492,0.063492
0.079365,0.079365,0.079365
0.095238,0.095238,0.095238
0.11111,0.11111,0.11111
0.12698,0.12698,0.12698
0.14286,0.14286,0.14286
0.15873,0.15873,0.15873
0.1746,0.1746,0.1746
0.19048,0.19048,0.19048
0.20635,0.20635,0.20635
0.22222,0.22222,0.22222
0.2381,0.2381,0.2381
0.25397,0.25397,0.25397
0.26984,0.26984,0.26984
0.28571,0.28571,0.28571
0.30159,0.30159,0.30159
0.31746,0.31746,0.31746
0.33333,0.33333,0.33333
0.34921,0.34921,0.34921
0.36508,0.36508,0.36508
0.38095,0.38095,0.38095
0.39683,0.39683,0.39683
0.4127,0.4127,0.4127
0.42857,0.42857,0.42857
0.44444,0.44444,0.44444
0.46032,0.46032,0.46032
0.47619,0.47619,0.47619
0.49206,0.49206,0.49206
0.50794,0.50794,0.50794
0.52381,0.52381,0.52381
0.53968,0.53968,0.53968
0.55556,0.55556,0.55556
0.57143,0.57143,0.57143
0.5873,0.5873,0.5873
0.60317,0.60317,0.60317
0.61905,0.61905,0.61905
0.63492,0.63492,0.63492
0.65079,0.65079,0.65079
0.66667,0.66667,0.66667
0.68254,0.68254,0.68254
0.69841,0.69841,0.69841
0.71429,0.71429,0.71429
0.73016,0.73016,0.73016
0.74603,0.74603,0.74603
0.7619,0.7619,0.7619
0.77778,0.77778,0.77778
0.79365,0.79365,0.79365
0.80952,0.80952,0.80952
0.8254,0.8254,0.8254
0.84127,0.84127,0.84127
0.85714,0.85714,0.85714
0.87302,0.87302,0.87302
0.88889,0.88889,0.88889
0.90476,0.90476,0.90476
0.92063,0.92063,0.92063
0.93651,0.93651,0.93651
0.95238,0.95238,0.95238
0.96825,0.96825,0.96825
0.98413,0.98413,0.98413
1,1,1
