0,0.5,0.4
0.015873,0.50794,0.4
0.031746,0.51587,0.4
0.047619,0.52381,0.4
0.063492,0.53175,0.4
0.079365,0.53968,0.4
0.095238,0.54762,0.4
0.11111,0.55556,0.4
0.12698,0.56349,0.4
0.14286,0.57143,0.4
0.15873,0.57937,0.4
0.1746,0.5873,0.4
0.19048,0.59524,0.4
0.20635,0.60317,0.4
0.22222,0.61111,0.4
0.2381,0.61905,0.4
0.25397,0.62698,0.4
0.26984,0.63492,0.4
0.28571,0.64286,0.4
0.30159,0.65079,0.4
0.31746,0.65873,0.4
0.33333,0.66667,0.4
0.34921,0.6746,0.4
0.36508,0.68254,0.4
0.38095,0.69048,0.4
0.39683,0.69841,0.4
0.4127,0.70635,0.4
0.42857,0.71429,0.4
0.44444,0.72222,0.4
0.46032,0.73016,0.4
0.47619,0.7381,0.4
0.49206,0.74603,0.4
0.50794,0.75397,0.4
0.52381,0.7619,0.4
0.53968,0.76984,0.4
0.55556,0.77778,0.4
0.57143,0.78571,0.4
0.5873,0.79365,0.4
0.60317,0.80159,0.4
0.61905,0.80952,0.4
0.63492,0.81746,0.4
0.65079,0.8254,0.4
0.66667,0.83333,0.4
0.68254,0.84127,0.4
0.69841,0.84921,0.4
0.71429,0.85714,0.4
0.73016,0.86508,0.4
0.74603,0.87302,0.4
0.7619,0.88095,0.4
0.77778,0.88889,0.4
0.79365,0.89683,0.4
0.80952,0.90476,0.4
0.8254,0.9127,0.4
0.84127,0.92063,0.4
0.85714,0.92857,0.4
0.87302,0.93651,0.4
0.88889,0.94444,0.4
0.90476,0.95238,0.4
0.92063,0.96032,0.4
0.93651,0.96825,0.4
0.95238,0.97619,0.4
0.96825,0.98413,0.4
0.98413,0.99206,0.4
1,1,0.4
