0,0,0.0052083
0.013889,0.013889,0.024306
0.027778,0.027778,0.043403
0.041667,0.041667,0.0625
0.055556,0.055556,0.081597
0.069444,0.069444,0.10069
0.083333,0.083333,0.11979
0.097222,0.097222,0.13889
0.11111,0.11111,0.15799
0.125,0.125,0.17708
0.13889,0.13889,0.19618
0.15278,0.15278,0.21528
0.16667,0.16667,0.23438
0.18056,0.18056,0.25347
0.19444,0.19444,0.27257
0.20833,0.20833,0.29167
0.22222,0.22222,0.31076
0.23611,0.23611,0.32986
0.25,0.25,0.34896
0.26389,0.26389,0.36806
0.27778,0.27778,0.38715
0.29167,0.29167,0.40625
0.30556,0.30556,0.42535
0.31944,0.31944,0.44444
0.33333,0.33854,0.45833
0.34722,0.35764,0.47222
0.36111,0.37674,0.48611
0.375,0.39583,0.5
0.38889,0.41493,0.51389
0.40278,0.43403,0.52778
0.41667,0.45312,0.54167
0.43056,0.47222,0.55556
0.44444,0.49132,0.56944
0.45833,0.51042,0.58333
0.47222,0.52951,0.59722
0.48611,0.54861,0.61111
0.5,0.56771,0.625
0.51389,0.58681,0.63889
0.52778,0.6059,0.65278
0.54167,0.625,0.66667
0.55556,0.6441,0.68056
0.56944,0.66319,0.69444
0.58333,0.68229,0.70833
0.59722,0.70139,0.72222
0.61111,0.72049,0.73611
0.625,0.73958,0.75
0.63889,0.75868,0.76389
0.65278,0.77778,0.77778
0.67448,0.79167,0.79167
0.69618,0.80556,0.80556
0.71788,0.81944,0.81944
0.73958,0.83333,0.83333
0.76128,0.84722,0.84722
0.78299,0.86111,0.86111
0.80469,0.875,0.875
0.82639,0.88889,0.88889
0.84809,0.90278,0.90278
0.86979,0.91667,0.91667
0.89149,0.93056,0.93056
0.91319,0.94444,0.94444
0.9349,0.95833,0.95833
0.9566,0.97222,0.97222
0.9783,0.98611,0.98611
1,1,1
