0,0,0
0.019841,0.0124,0.0078968
0.039683,0.0248,0.015794
0.059524,0.0372,0.02369
0.079365,0.0496,0.031587
0.099206,0.062,0.039484
0.11905,0.0744,0.047381
0.13889,0.0868,0.055278
0.15873,0.0992,0.063175
0.17857,0.1116,0.071071
0.19841,0.124,0.078968
0.21825,0.1364,0.086865
0.2381,0.1488,0.094762
0.25794,0.1612,0.10266
0.27778,0.1736,0.11056
0.29762,0.186,0.11845
0.31746,0.1984,0.12635
0.3373,0.2108,0.13425
0.35714,0.2232,0.14214
0.37698,0.2356,0.15004
0.39683,0.248,0.15794
0.41667,0.2604,0.16583
0.43651,0.2728,0.17373
0.45635,0.2852,0.18163
0.47619,0.2976,0.18952
0.49603,0.31,0.19742
0.51587,0.3224,0.20532
0.53571,0.3348,0.21321
0.55556,0.3472,0.22111
0.5754,0.3596,0.22901
0.59524,0.372,0.2369
0.61508,0.3844,0.2448
0.63492,0.3968,0.2527
0.65476,0.4092,0.2606
0.6746,0.4216,0.26849
0.69444,0.434,0.27639
0.71429,0.4464,0.28429
0.73413,0.4588,0.29218
0.75397,0.4712,0.30008
0.77381,0.4836,0.30798
0.79365,0.496,0.31587
0.81349,0.5084,0.32377
0.83333,0.5208,0.33167
0.85317,0.5332,0.33956
0.87302,0.5456,0.34746
0.89286,0.558,0.35536
0.9127,0.5704,0.36325
0.93254,0.5828,0.37115
0.95238,0.5952,0.37905
0.97222,0.6076,0.38694
0.99206,0.62,0.39484
1,0.6324,0.40274
1,0.6448,0.41063
1,0.6572,0.41853
1,0.6696,0.42643
1,0.682,0.43433
1,0.6944,0.44222
1,0.7068,0.45012
1,0.7192,0.45802
1,0.7316,0.46591
1,0.744,0.47381
1,0.7564,0.48171
1,0.7688,0.4896
1,0.7812,0.4975
