0.11785,0,0
0.19586,0.10287,0.10287
0.25066,0.14548,0.14548
0.29547,0.17817,0.17817
0.33432,0.20574,0.20574
0.36911,0.23002,0.23002
0.40089,0.25198,0.25198
0.43033,0.27217,0.27217
0.45788,0.29096,0.29096
0.48387,0.30861,0.30861
0.50853,0.3253,0.3253
0.53204,0.34118,0.34118
0.55456,0.35635,0.35635
0.5762,0.3709,0.3709
0.59706,0.3849,0.3849
0.61721,0.39841,0.39841
0.63673,0.41148,0.41148
0.65566,0.42414,0.42414
0.67407,0.43644,0.43644
0.69198,0.4484,0.4484
0.70944,0.46004,0.46004
0.72648,0.4714,0.4714
0.74313,0.4825,0.4825
0.75942,0.49334,0.49334
0.76636,0.51755,0.50395
0.77323,0.54067,0.51434
0.78004,0.56285,0.52453
0.7868,0.58418,0.53452
0.79349,0.60477,0.54433
0.80013,0.62467,0.55397
0.80672,0.64396,0.56344
0.81325,0.66269,0.57275
0.81973,0.6809,0.58191
0.82616,0.69864,0.59094
0.83254,0.71594,0.59982
0.83887,0.73283,0.60858
0.84515,0.74934,0.61721
0.85139,0.76549,0.62573
0.85758,0.78131,0.63413
0.86373,0.79682,0.64242
0.86984,0.81203,0.6506
0.8759,0.82696,0.65868
0.88192,0.84163,0.66667
0.8879,0.85604,0.67456
0.89384,0.87022,0.68236
0.89974,0.88416,0.69007
0.9056,0.8979,0.69769
0.91142,0.91142,0.70523
0.91721,0.91721,0.72717
0.92296,0.92296,0.74846
0.92867,0.92867,0.76916
0.93435,0.93435,0.78931
0.94,0.94,0.80897
0.94561,0.94561,0.82816
0.95119,0.95119,0.84691
0.95674,0.95674,0.86526
0.96225,0.96225,0.88323
0.96773,0.96773,0.90084
0.97319,0.97319,0.91811
0.97861,0.97861,0.93506
0.984,0.984,0.95171
0.98936,0.98936,0.96808
0.99469,0.99469,0.98417
1,1,1
